identifier,label
cath|4_2_0|1lk3A00/21-157,Mainly Alpha
cath|4_2_0|3d85C00/9-168,Mainly Alpha
cath|4_2_0|3dlqI00/40-179,Mainly Alpha
cath|4_2_0|4o6kA00/1-143,Mainly Alpha
cath|4_2_0|4zf7B00/6-132,Mainly Alpha
cath|4_2_0|1bgcA00/9-173,Mainly Alpha
cath|4_2_0|3s9dA00/8-156,Mainly Alpha
cath|4_2_0|1eteA00/1-134,Mainly Alpha
cath|4_2_0|3besL00/0-132,Mainly Alpha
cath|4_2_0|1n1fA00/4-159,Mainly Alpha
cath|4_2_0|1exzB00/202-341,Mainly Alpha
cath|4_2_0|5d22B00/5-125,Mainly Alpha
cath|4_2_0|1aluA00/19-184,Mainly Alpha
cath|4_2_0|4fa8E00/2-146,Mainly Alpha
cath|4_2_0|3pivA00/4-159,Mainly Alpha
cath|4_2_0|1ax8A00/3-146,Mainly Alpha
cath|4_2_0|1cnt200/12-187,Mainly Alpha
cath|4_2_0|5knhI00/4-113,Mainly Alpha
cath|4_2_0|1z7cA00/2-189,Mainly Alpha
cath|4_2_0|1eerA00/1-166,Mainly Alpha
cath|4_2_0|4mhlA00/34-199,Mainly Alpha
cath|4_2_0|1v7mV00/7-151,Mainly Alpha
cath|4_2_0|1wu3I00/1-161,Mainly Alpha
cath|4_2_0|1evsA00/4-187,Mainly Alpha
cath|4_2_0|1lkiA00/9-180,Mainly Alpha
cath|4_2_0|1f45B00/20-197,Mainly Alpha
cath|4_2_0|1hulA00/5-112,Mainly Alpha
cath|4_2_0|1i1rB00/6-172,Mainly Alpha
cath|4_2_0|3d48P00/13-198,Mainly Alpha
cath|4_2_0|1lqsL01/8-114,Mainly Alpha
cath|4_2_0|2l3oA00/33-156,Mainly Alpha
cath|4_2_0|1jliA00/14-125,Mainly Alpha
cath|4_2_0|4zw9A00/1-470,Mainly Alpha
cath|4_2_0|4jr9A00/12-458,Mainly Alpha
cath|4_2_0|4d2cA00/6-472,Mainly Alpha
cath|4_2_0|4u4vA01/13-237,Mainly Alpha
cath|4_2_0|4gc0A01/5-253,Mainly Alpha
cath|4_2_0|4u4vA02/238-463,Mainly Alpha
cath|4_2_0|4gc0A02/254-479,Mainly Alpha
cath|4_2_0|3wdoA01/3-394,Mainly Alpha
cath|4_2_0|4j05A00/30-518,Mainly Alpha
cath|4_2_0|4ldsA00/7-427,Mainly Alpha
cath|4_2_0|2cfqA02/206-417,Mainly Alpha
cath|4_2_0|2cfqA01/1-205,Mainly Alpha
cath|4_2_0|3o7qA01/22-243,Mainly Alpha
cath|4_2_0|4tpjA00/8-492,Mainly Alpha
cath|4_2_0|4q65A00/6-481,Mainly Alpha
cath|4_2_0|1pw4A02/240-451,Mainly Alpha
cath|4_2_0|1pw4A01/18-226,Mainly Alpha
cath|4_2_0|3o7qA02/244-435,Mainly Alpha
cath|4_2_0|4qiqA00/8-471,Mainly Alpha
cath|4_2_0|4uvmA00/8-512,Mainly Alpha
cath|4_2_0|4oh3A00/9-576,Mainly Alpha
cath|4_2_0|4ja3A03/276-465,Mainly Alpha
cath|4_2_0|2q14H02/100-114_221-362_395-406,Mainly Alpha
cath|4_2_0|4lrlB02/245-367_414-456,Mainly Alpha
cath|4_2_0|2honA02/245-421,Mainly Alpha
cath|4_2_0|1y14A01/51-221,Mainly Alpha
cath|4_2_0|3ayhA00/-4-129,Mainly Alpha
cath|4_2_0|2c35A00/14-142,Mainly Alpha
cath|4_2_0|2ckzC01/12-68_95-160,Mainly Alpha
cath|4_2_0|3di2A00/8-152,Mainly Alpha
cath|4_2_0|3di2C00/8-149,Mainly Alpha
cath|4_2_0|3og6A00/22-170,Mainly Alpha
cath|4_2_0|2z3qA00/-4-114,Mainly Alpha
cath|4_2_0|3tgxB00/2-123,Mainly Alpha
cath|4_2_0|4dkcB00/33-192,Mainly Alpha
cath|4_2_0|4exnB00/33-194,Mainly Alpha
cath|4_2_0|4nn5A00/20-140,Mainly Alpha
cath|4_2_0|5ts9B00/21-181,Mainly Alpha
cath|4_2_0|4cvrA00/1-156,Mainly Alpha
cath|4_2_0|5j93A00/1-171,Mainly Alpha
cath|4_2_0|3ak8F00/9-167,Mainly Alpha
cath|4_2_0|2c2uA00/30-207,Mainly Alpha
cath|4_2_0|2gyqA00/1-169,Mainly Alpha
cath|4_2_0|3q4oA00/12-180,Mainly Alpha
cath|4_2_0|3qhbA00/2-180,Mainly Alpha
cath|4_2_0|3bt5A00/27-179,Mainly Alpha
cath|4_2_0|2cf7A00/14-172,Mainly Alpha
cath|4_2_0|3bvfA00/1005-166,Mainly Alpha
cath|4_2_0|4iwkA00/1-159,Mainly Alpha
cath|4_2_0|3ajqA00/5-176,Mainly Alpha
cath|4_2_0|1jigA00/2-147,Mainly Alpha
cath|4_2_0|1tjoB00/7-181,Mainly Alpha
cath|4_2_0|3iq1B00/-2-156,Mainly Alpha
cath|4_2_0|4cy9A00/3-170,Mainly Alpha
cath|4_2_0|2rbdA01/7-156,Mainly Alpha
cath|4_2_0|1yuzB01/27-164,Mainly Alpha
cath|4_2_0|5hjfA00/4-182,Mainly Alpha
cath|4_2_0|4cybD00/29-199,Mainly Alpha
cath|4_2_0|5ffdA00/43-195,Mainly Alpha
cath|4_2_0|1lkoA01/2-146,Mainly Alpha
cath|4_2_0|4m32A01/6-161,Mainly Alpha
cath|4_2_0|1vlgA00/1-164,Mainly Alpha
cath|4_2_0|3oghB00/-2-160,Mainly Alpha
cath|4_2_0|1nfvA00/4-172,Mainly Alpha
cath|4_2_0|1jkvA01/1-197,Mainly Alpha
cath|4_2_0|2c2jA00/42-207,Mainly Alpha
cath|4_2_0|2qf9A01/38-203,Mainly Alpha
cath|4_2_0|2yjkC00/2-158,Mainly Alpha
cath|4_2_0|1j30A00/3-143,Mainly Alpha
cath|4_2_0|3a9qE00/30-207,Mainly Alpha
cath|4_2_0|3ezuA01/0-182,Mainly Alpha
cath|4_2_0|3fseB02/207-350,Mainly Alpha
cath|4_2_0|3kwoA00/-1-147,Mainly Alpha
cath|4_2_0|2vzbB00/2-168,Mainly Alpha
cath|4_2_0|4r42A01/1-187,Mainly Alpha
cath|4_2_0|1z6oM00/1-191,Mainly Alpha
cath|4_2_0|2oh3A01/3-149,Mainly Alpha
cath|4_2_0|2clbA01/10-168,Mainly Alpha
cath|4_2_0|2ib0A01/17-151,Mainly Alpha
cath|4_2_0|3unoE00/8-182,Mainly Alpha
cath|4_2_0|2qqyA00/2-139,Mainly Alpha
cath|4_2_0|2oc5A01/27-241,Mainly Alpha
cath|4_2_0|2fjcB00/22-177,Mainly Alpha
cath|4_2_0|1vjxA00/-3-145,Mainly Alpha
cath|4_2_0|2itbB00/4-201,Mainly Alpha
cath|4_2_0|2pybA00/11-161,Mainly Alpha
cath|4_2_0|1zs3A00/3-173,Mainly Alpha
cath|4_2_0|1z6oA00/1-212,Mainly Alpha
cath|4_2_0|3hl1B01/2-251,Mainly Alpha
cath|4_2_0|2fzfA01/13-162,Mainly Alpha
cath|4_2_0|4etrB00/5-150,Mainly Alpha
cath|4_2_0|3ez0C00/11-223,Mainly Alpha
cath|4_2_0|4mudC00/3-222,Mainly Alpha
cath|4_2_0|5gouG00/3-136,Mainly Alpha
cath|4_2_0|3pvtB00/1-237,Mainly Alpha
cath|4_2_0|3pvtA00/-1-302,Mainly Alpha
cath|4_2_0|4w4kB00/2-174,Mainly Alpha
cath|4_2_0|3ufbA01/12-170,Mainly Alpha
cath|4_2_0|3khkB01/6-184,Mainly Alpha
cath|4_2_0|3lkdB01/7-191,Mainly Alpha
cath|4_2_0|2ar0A01/6-116_482-520,Mainly Alpha
cath|4_2_0|2okcB01/7-126,Mainly Alpha
cath|4_2_0|3m6jA01/10-135,Mainly Alpha
cath|4_2_0|3kdqA00/0-151,Mainly Alpha
cath|4_2_0|3ggyA00/6-191,Mainly Alpha
cath|4_2_0|3frrA00/2-187,Mainly Alpha
cath|4_2_0|2wwxB00/334-533,Mainly Alpha
cath|4_2_0|4e40A00/3-247,Mainly Alpha
cath|4_2_0|4x0jA00/37-297,Mainly Alpha
cath|4_2_0|2y44A00/40-224,Mainly Alpha
cath|4_2_0|3v3kD00/26-189,Mainly Alpha
cath|4_2_0|2mgyA01/1-160,Mainly Alpha
cath|4_2_0|3c1yA02/145-292,Mainly Alpha
cath|4_2_0|3dbyL00/4-263,Mainly Alpha
cath|4_2_0|3d19B00/14-275,Mainly Alpha
cath|4_2_0|2v8tA01/2-302,Mainly Alpha
cath|4_2_0|3w54B00/31-296,Mainly Alpha
cath|4_2_0|4f01A02/524-602,Mainly Alpha
cath|4_2_0|3t47A00/11-81,Mainly Alpha
cath|4_2_0|3t49A00/16-85,Mainly Alpha
cath|4_2_0|1dkxA02/524-603,Mainly Alpha
cath|4_2_0|2qffA00/9-82,Mainly Alpha
cath|4_2_0|1u00A02/520-615,Mainly Alpha
cath|4_2_0|5tkyA05/516-613,Mainly Alpha
cath|4_2_0|4po2A02/510-613,Mainly Alpha
cath|4_2_0|1dkyB02/524-591,Mainly Alpha
cath|4_2_0|3d2eA06/542-654,Mainly Alpha
cath|4_2_0|1gnlA01/1-139,Mainly Alpha
cath|4_2_0|1gnlA02/140-223,Mainly Alpha
cath|4_2_0|4udxX01/63-237,Mainly Alpha
cath|4_2_0|3bvxA02/412-522,Mainly Alpha
cath|4_2_0|2wyhB04/295-395,Mainly Alpha
cath|4_2_0|1o7dB00/347-422,Mainly Alpha
cath|4_2_0|1o7dC01/431-491,Mainly Alpha
cath|4_2_0|2d1lA00/-2-246,Mainly Alpha
cath|4_2_0|2q12A00/13-259,Mainly Alpha
cath|4_2_0|4atmA00/19-239,Mainly Alpha
cath|4_2_0|1y2oA00/2-248,Mainly Alpha
cath|4_2_0|4dylA01/0-270,Mainly Alpha
cath|4_2_0|4nqiD00/8-239,Mainly Alpha
cath|4_2_0|3abhA01/16-293,Mainly Alpha
cath|4_2_0|4nswB01/0-255,Mainly Alpha
cath|4_2_0|2d4cB00/9-251,Mainly Alpha
cath|4_2_0|3ok8A00/2-220,Mainly Alpha
cath|4_2_0|2efkA01/9-277,Mainly Alpha
cath|4_2_0|3g9gA00/1-250,Mainly Alpha
cath|4_2_0|3qweA00/80-352,Mainly Alpha
cath|4_2_0|2v0oB00/3-273,Mainly Alpha
cath|4_2_0|3dytA02/405-594,Mainly Alpha
cath|4_2_0|4wpeA00/1-275,Mainly Alpha
cath|4_2_0|1i4dA00/23-222,Mainly Alpha
cath|4_2_0|4fzsA00/305-513,Mainly Alpha
cath|4_2_0|3pltA00/51-264,Mainly Alpha
cath|4_2_0|2c08A00/25-247,Mainly Alpha
cath|4_2_0|3cazB00/12-221,Mainly Alpha
cath|4_2_0|4wpcA00/30-326,Mainly Alpha
cath|4_2_0|2zxqA06/1453-1524,Mainly Alpha
cath|4_2_0|1lq7A00/1-67,Mainly Alpha
cath|4_2_0|4az6A02/546-613,Mainly Alpha
cath|4_2_0|2pmrA00/3-78,Mainly Alpha
cath|4_2_0|4azcB02/980-1043,Mainly Alpha
cath|4_2_0|2oo2A00/0-75,Mainly Alpha
cath|4_2_0|2oznB01/1498-1577,Mainly Alpha
cath|4_2_0|3rpmA02/546-630,Mainly Alpha
cath|4_2_0|2gf4A00/2-89,Mainly Alpha
cath|4_2_0|2gf4B00/2-75,Mainly Alpha
cath|4_2_0|3ckdC01/283-364,Mainly Alpha
cath|4_2_0|3cvrA02/280-386,Mainly Alpha
cath|4_2_0|2qkwA00/29-129,Mainly Alpha
cath|4_2_0|1ywmA02/161-236,Mainly Alpha
cath|4_2_0|2py6A01/14-33_156-208,Mainly Alpha
cath|4_2_0|1zylA03/149-191_259-318,Mainly Alpha
cath|4_2_0|3gi7A00/33-135,Mainly Alpha
cath|4_2_0|3fd9B02/109-137_211-275,Mainly Alpha
cath|4_2_0|2x5cA01/29-119,Mainly Alpha
cath|4_2_0|3kdrA01/46-73_167-193_245-301,Mainly Alpha
cath|4_2_0|2jnsA01/10-90,Mainly Alpha
cath|4_2_0|2ex3B02/172-259,Mainly Alpha
cath|4_2_0|3f7wA03/122-184_250-287,Mainly Alpha
cath|4_2_0|4kikA03/396-663,Mainly Alpha
cath|4_2_0|3qa8H03/401-636,Mainly Alpha
cath|4_2_0|3rv1A01/15-98,Mainly Alpha
cath|4_2_0|2yi9A05/703-779,Mainly Alpha
cath|4_2_0|3vkhA18/4414-4596,Mainly Alpha
cath|4_2_0|3vkhB19/4437-4580,Mainly Alpha
cath|4_2_0|2lm0A01/761-1563,Mainly Alpha
cath|4_2_0|4ag6D01/249-272_430-506,Mainly Alpha
cath|4_2_0|2ewfA02/299-379,Mainly Alpha
cath|4_2_0|3er9B01/12-117,Mainly Alpha
cath|4_2_0|2oblA02/373-446,Mainly Alpha
cath|4_2_0|2rt6A00/1-98,Mainly Alpha
cath|4_2_0|3a98A02/81-167,Mainly Alpha
cath|4_2_0|5figA00/4-108,Mainly Alpha
cath|4_2_0|3kawB00/31-130,Mainly Alpha
cath|4_2_0|3o3mB01/1-27_154-229,Mainly Alpha
cath|4_2_0|3veaA01/14-102,Mainly Alpha
cath|4_2_0|4fm3A00/0-116,Mainly Alpha
cath|4_2_0|4g6qA02/90-179,Mainly Alpha
cath|4_2_0|4hr1A00/2-119,Mainly Alpha
cath|4_2_0|4im0A04/406-657,Mainly Alpha
cath|4_2_0|4m0mA03/429-507,Mainly Alpha
cath|4_2_0|4m0mA04/508-626,Mainly Alpha
cath|4_2_0|3uitA02/134-263,Mainly Alpha
cath|4_2_0|1mtyG01/4-71,Mainly Alpha
cath|4_2_0|3uo3A02/97-181,Mainly Alpha
cath|4_2_0|1fpoC02/80-170,Mainly Alpha
cath|4_2_0|2rkhA02/102-179,Mainly Alpha
cath|4_2_0|1n1cB02/129-214,Mainly Alpha
cath|4_2_0|3bvoA02/150-235,Mainly Alpha
cath|4_2_0|1mtyG02/72-144,Mainly Alpha
cath|4_2_0|4icgD00/5-72,Mainly Alpha
cath|4_2_0|1fs1A00/109-149,Mainly Alpha
cath|4_2_0|5ibkE00/275-322,Mainly Alpha
cath|4_2_0|2p1oB01/8-45,Mainly Alpha
cath|4_2_0|5ibkB00/277-322,Mainly Alpha
cath|4_2_0|2e31A01/47-113,Mainly Alpha
cath|4_2_0|4i6jB01/35-76,Mainly Alpha
cath|4_2_0|2ovrB01/2263-2329_2348-2367,Mainly Alpha
cath|4_2_0|3l2oB01/57-148,Mainly Alpha
cath|4_2_0|3v7dD01/270-369,Mainly Alpha
cath|4_2_0|1p22A01/142-249,Mainly Alpha
cath|4_2_0|3hl8A03/359-420,Mainly Alpha
cath|4_2_0|1xl3C00/2-92,Mainly Alpha
cath|4_2_0|2zu0D00/86-193,Mainly Alpha
cath|4_2_0|2b8iA00/1-77,Mainly Alpha
cath|4_2_0|3tjyA00/140-217,Mainly Alpha
cath|4_2_0|3e4wA01/4-30_106-152_285-306,Mainly Alpha
cath|4_2_0|3n1eA02/880-974,Mainly Alpha
cath|4_2_0|3l1nA02/74-160,Mainly Alpha
cath|4_2_0|2hd0A01/2-168,Mainly Alpha
cath|4_2_0|4akgA14/3691-3771_4065-4092,Mainly Alpha
cath|4_2_0|2pftA00/85-652,Mainly Alpha
cath|4_2_0|4rl5A00/74-629,Mainly Alpha
cath|4_2_0|2b7mA00/73-623,Mainly Alpha
cath|4_2_0|2b1eA04/497-623,Mainly Alpha
cath|4_2_0|2debA01/41-50_173-211,Mainly Alpha
cath|4_2_0|1vw4T01/61-172,Mainly Alpha
cath|4_2_0|2jhpA03/523-643,Mainly Alpha
cath|4_2_0|2jpnA00/1-79,Mainly Alpha
cath|4_2_0|3tl8F00/267-354,Mainly Alpha
cath|4_2_0|2mmbA00/1-107,Mainly Alpha
cath|4_2_0|2vj4A03/243-355,Mainly Alpha
cath|4_2_0|4adnA01/10-94,Mainly Alpha
cath|4_2_0|2yb5F01/-2-83,Mainly Alpha
cath|4_2_0|3j27A05/396-495,Mainly Alpha
cath|4_2_0|3k2oA02/291-334,Mainly Alpha
cath|4_2_0|3l0mA02/563-640,Mainly Alpha
cath|4_2_0|4x5mA00/2-87,Mainly Alpha
cath|4_2_0|4qndA00/1-97,Mainly Alpha
cath|4_2_0|4rngC00/6-88,Mainly Alpha
cath|4_2_0|3qexA05/730-774_867-889,Mainly Alpha
cath|4_2_0|4i9qA05/730-776_868-895,Mainly Alpha
cath|4_2_0|2oyqD05/730-857_858-898,Mainly Alpha
cath|4_2_0|4fvmA07/1074-1119_1210-1228,Mainly Alpha
cath|4_2_0|2oyoA02/71-195,Mainly Alpha
cath|4_2_0|2qeuB00/8-140,Mainly Alpha
cath|4_2_0|2gmyD00/2-146,Mainly Alpha
cath|4_2_0|1vkeE00/2-121,Mainly Alpha
cath|4_2_0|2ouwB00/0-135,Mainly Alpha
cath|4_2_0|2cwqA00/-9-117,Mainly Alpha
cath|4_2_0|1vkeB00/21-121,Mainly Alpha
cath|4_2_0|5dikA00/2-113,Mainly Alpha
cath|4_2_0|1gu9C00/3-170,Mainly Alpha
cath|4_2_0|3d7iB00/7-104,Mainly Alpha
cath|4_2_0|3lvyE01/13-177,Mainly Alpha
cath|4_2_0|2af7D00/2-122,Mainly Alpha
cath|4_2_0|3beyD00/2-95,Mainly Alpha
cath|4_2_0|4g9qA00/10-247,Mainly Alpha
cath|4_2_0|2q0tB01/9-254,Mainly Alpha
cath|4_2_0|3aa0A01/7-113,Mainly Alpha
cath|4_2_0|2es9A00/11-110,Mainly Alpha
cath|4_2_0|4ysxD00/28-156,Mainly Alpha
cath|4_2_0|2h88C02/33-140,Mainly Alpha
cath|4_2_0|2h88D00/3-103,Mainly Alpha
cath|4_2_0|2wdqC00/8-128,Mainly Alpha
cath|4_2_0|1kf6C00/1-130,Mainly Alpha
cath|4_2_0|4ysxC00/34-186,Mainly Alpha
cath|4_2_0|1kf6D00/0-118,Mainly Alpha
cath|4_2_0|2wdqD00/11-115,Mainly Alpha
cath|4_2_0|2bs2C00/1-255,Mainly Alpha
cath|4_2_0|2zfyA02/86-229,Mainly Alpha
cath|4_2_0|4dhiB02/83-227,Mainly Alpha
cath|4_2_0|2wzkA01/12-146,Mainly Alpha
cath|4_2_0|2wzkA02/147-273,Mainly Alpha
cath|4_2_0|2wzkA03/274-383,Mainly Alpha
cath|4_2_0|4eozB01/24-150,Mainly Alpha
cath|4_2_0|4eozB02/151-274,Mainly Alpha
cath|4_2_0|4a64A01/186-317,Mainly Alpha
cath|4_2_0|4a64A02/318-434,Mainly Alpha
cath|4_2_0|3dplC01/402-520,Mainly Alpha
cath|4_2_0|1ldjA01/17-176,Mainly Alpha
cath|4_2_0|4a64C03/435-534,Mainly Alpha
cath|4_2_0|1ldjA03/300-414,Mainly Alpha
cath|4_2_0|4ap2B03/273-381,Mainly Alpha
cath|4_2_0|4wqoD00/1-159,Mainly Alpha
cath|4_2_0|4n9f302/147-319,Mainly Alpha
cath|4_2_0|2y8dA01/2327-2500,Mainly Alpha
cath|4_2_0|4nuuB01/209-384,Mainly Alpha
cath|4_2_0|3bqkA02/1273-1436,Mainly Alpha
cath|4_2_0|2xu0A00/12-487,Mainly Alpha
cath|4_2_0|2b1eA02/157-324,Mainly Alpha
cath|4_2_0|1wp9B03/212-341,Mainly Alpha
cath|4_2_0|3ts9A00/7-138,Mainly Alpha
cath|4_2_0|3tbkA03/468-608,Mainly Alpha
cath|4_2_0|3k8wA01/44-172_282-339,Mainly Alpha
cath|4_2_0|4cfiA01/69-172_283-326,Mainly Alpha
cath|4_2_0|1io1A01/56-175_402-450,Mainly Alpha
cath|4_2_0|5kayB00/12-211,Mainly Alpha
cath|4_2_0|3pwxA01/38-137_178-261,Mainly Alpha
cath|4_2_0|3k40A01/1-81,Mainly Alpha
cath|4_2_0|3wkyB01/8-131,Mainly Alpha
cath|4_2_0|3hhsB01/3-142,Mainly Alpha
cath|4_2_0|1llaA01/2-109,Mainly Alpha
cath|4_2_0|4yzwA01/1-156,Mainly Alpha
cath|4_2_0|4aumA02/448-546,Mainly Alpha
cath|4_2_0|3ttvA02/496-599,Mainly Alpha
cath|4_2_0|1sy7A02/478-541,Mainly Alpha
cath|4_2_0|1o0sA02/37-144,Mainly Alpha
cath|4_2_0|4b7hA03/148-198_453-516,Mainly Alpha
cath|4_2_0|3sk7A00/63-177,Mainly Alpha
cath|4_2_0|3fmtB00/1-181,Mainly Alpha
cath|4_2_0|2memA00/350-468,Mainly Alpha
cath|4_2_0|3v53E00/736-838,Mainly Alpha
cath|4_2_0|1mp1A00/24-134,Mainly Alpha
cath|4_2_0|1x4qA01/11-81,Mainly Alpha
cath|4_2_0|2iw3A02/328-417,Mainly Alpha
cath|4_2_0|1t50A00/1-58,Mainly Alpha
cath|4_2_0|1r0dB00/773-962,Mainly Alpha
cath|4_2_0|3ay5A02/164-360,Mainly Alpha
cath|4_2_0|2jswA00/2294-2482,Mainly Alpha
cath|4_2_0|4w8pA01/1357-1456_1587-1657,Mainly Alpha
cath|4_2_0|3dyjA01/1975-2140,Mainly Alpha
cath|4_2_0|4f7gB00/1655-1824,Mainly Alpha
cath|4_2_0|3dyjA02/2141-2291,Mainly Alpha
cath|4_2_0|1sj7C00/489-654,Mainly Alpha
cath|4_2_0|3ay5A01/14-163,Mainly Alpha
cath|4_2_0|2kvpA00/1809-1973,Mainly Alpha
cath|4_2_0|2l7nA00/1040-1207,Mainly Alpha
cath|4_2_0|2l10A00/1200-1357,Mainly Alpha
cath|4_2_0|4bgoA00/35-285,Mainly Alpha
cath|4_2_0|3pf0A00/66-383,Mainly Alpha
cath|4_2_0|4ecgA00/35-402,Mainly Alpha
cath|4_2_0|3v5uA02/36-148_197-304,Mainly Alpha
cath|4_2_0|4onrA00/-3-175,Mainly Alpha
cath|4_2_0|2xqyA01/141-331,Mainly Alpha
cath|4_2_0|3m1cA02/138-442,Mainly Alpha
cath|4_2_0|3wurA00/3-164,Mainly Alpha
cath|4_2_0|5t1dA01/20-344,Mainly Alpha
cath|4_2_0|3p0bA02/414-517,Mainly Alpha
cath|4_2_0|3n98A02/417-550,Mainly Alpha
cath|4_2_0|2b5dX02/415-528,Mainly Alpha
cath|4_2_0|2zt5A02/143-226,Mainly Alpha
cath|4_2_0|1sj8A02/661-782,Mainly Alpha
cath|4_2_0|1yo7A00/1-120,Mainly Alpha
cath|4_2_0|2etdA00/-1-183,Mainly Alpha
cath|4_2_0|2qgmA03/175-301,Mainly Alpha
cath|4_2_0|3b55A03/176-302,Mainly Alpha
cath|4_2_0|2hgkA01/1-105,Mainly Alpha
cath|4_2_0|2qsbA00/2-86,Mainly Alpha
cath|4_2_0|2bl8B00/4-85,Mainly Alpha
cath|4_2_0|2qzgA01/8-91,Mainly Alpha
cath|4_2_0|2fu2A00/2-79,Mainly Alpha
cath|4_2_0|2bl7A00/3-82,Mainly Alpha
cath|4_2_0|1tdpA00/1-111,Mainly Alpha
cath|4_2_0|2rldA00/0-115,Mainly Alpha
cath|4_2_0|2gscE00/10-121,Mainly Alpha
cath|4_2_0|2fefA01/6-134,Mainly Alpha
cath|4_2_0|2zw3A00/2-217,Mainly Alpha
cath|4_2_0|1jqoA03/313-449,Mainly Alpha
cath|4_2_0|3fvvA02/18-92,Mainly Alpha
cath|4_2_0|2jbwB01/6-110,Mainly Alpha
cath|4_2_0|3fnbA01/19-132,Mainly Alpha
cath|4_2_0|1u5kA02/85-146_182-244,Mainly Alpha
cath|4_2_0|3q8dA02/79-232,Mainly Alpha
cath|4_2_0|4nv5B01/13-182,Mainly Alpha
cath|4_2_0|2ip6A00/7-93,Mainly Alpha
cath|4_2_0|2zrrA00/10-92,Mainly Alpha
cath|4_2_0|2e8gA01/1-124,Mainly Alpha
cath|4_2_0|3f4mA00/31-184,Mainly Alpha
cath|4_2_0|2kkmA01/17-141,Mainly Alpha
cath|4_2_0|4oavD03/589-719,Mainly Alpha
cath|4_2_0|2rioA03/302-434,Mainly Alpha
cath|4_2_0|4yz9A03/835-964,Mainly Alpha
cath|4_2_0|3ajfD00/24-113,Mainly Alpha
cath|4_2_0|2f6mD00/16-117,Mainly Alpha
cath|4_2_0|2yfaB01/48-133_250-282,Mainly Alpha
cath|4_2_0|2yfaA02/134-249,Mainly Alpha
cath|4_2_0|3va9A00/49-175,Mainly Alpha
cath|4_2_0|4dwlA00/15-122,Mainly Alpha
cath|4_2_0|3i9v104/336-438,Mainly Alpha
cath|4_2_0|5lnk104/342-438,Mainly Alpha
cath|4_2_0|2jaeA03/129-229,Mainly Alpha
cath|4_2_0|2l1lB00/504-630,Mainly Alpha
cath|4_2_0|2mjfB00/41-135,Mainly Alpha
cath|4_2_0|2v6eA02/79-207,Mainly Alpha
cath|4_2_0|2xmxA01/2-141,Mainly Alpha
cath|4_2_0|4g75A01/2-158,Mainly Alpha
cath|4_2_0|3do9A01/4-123,Mainly Alpha
cath|4_2_0|3jsbA01/-1-59_152-171,Mainly Alpha
cath|4_2_0|4as2A02/39-141,Mainly Alpha
cath|4_2_0|4gxtA02/62-218,Mainly Alpha
cath|4_2_0|4hfvA01/2-118,Mainly Alpha
cath|4_2_0|2a2cA03/239-376,Mainly Alpha
cath|4_2_0|3uitA01/8-133,Mainly Alpha
cath|4_2_0|3l0iA02/400-447_464-530,Mainly Alpha
cath|4_2_0|4phzB00/9-252,Mainly Alpha
cath|4_2_0|1u7lA02/50-171_262-322,Mainly Alpha
cath|4_2_0|3rrkA02/41-127_202-269,Mainly Alpha
cath|4_2_0|1td6A01/5-106,Mainly Alpha
cath|4_2_0|1v9vA01/10-104,Mainly Alpha
cath|4_2_0|3vjfA00/3-101,Mainly Alpha
cath|4_2_0|1p68A00/1-102,Mainly Alpha
cath|4_2_0|4l3uA00/31-153,Mainly Alpha
cath|4_2_0|4cq4B00/237-338,Mainly Alpha
cath|4_2_0|2iazA00/0-111,Mainly Alpha
cath|4_2_0|2oeeB00/3-112,Mainly Alpha
cath|4_2_0|2pihA00/2-124,Mainly Alpha
cath|4_2_0|2xgjB04/609-671_810-873,Mainly Alpha
cath|4_2_0|4a4kA01/837-891_1025-1082,Mainly Alpha
cath|4_2_0|3h90A01/8-206,Mainly Alpha
cath|4_2_0|2k0sA00/1-130,Mainly Alpha
cath|4_2_0|1zcdA00/9-384,Mainly Alpha
cath|4_2_0|4n7wA00/1-307,Mainly Alpha
cath|4_2_0|5bz3A00/3-386,Mainly Alpha
cath|4_2_0|2xovA00/91-271,Mainly Alpha
cath|4_2_0|2zuqA00/10-162,Mainly Alpha
cath|4_2_0|4a82A01/1-323,Mainly Alpha
cath|4_2_0|4mrsA01/8-349,Mainly Alpha
cath|4_2_0|3wmgA01/102-420,Mainly Alpha
cath|4_2_0|4q4hB01/10-343,Mainly Alpha
cath|4_2_0|4q4hA01/-2-315,Mainly Alpha
cath|4_2_0|3zdqA01/153-485,Mainly Alpha
cath|4_2_0|4ry2A02/153-471,Mainly Alpha
cath|4_2_0|5ko2A01/28-377_687-1019,Mainly Alpha
cath|4_2_0|4f4cA01/4-45_88-413_718-1067,Mainly Alpha
cath|4_2_0|3bh1A02/210-254_288-343,Mainly Alpha
cath|4_2_0|2vf7A02/103-160_286-380,Mainly Alpha
cath|4_2_0|2vf8B05/591-748,Mainly Alpha
cath|4_2_0|2r6fA02/91-129_248-281_404-485,Mainly Alpha
cath|4_2_0|2vf7A05/630-669,Mainly Alpha
cath|4_2_0|2q9rA01/4-198,Mainly Alpha
cath|4_2_0|3f7cA00/0-198,Mainly Alpha
cath|4_2_0|5azpB01/1-79_119-289_332-450,Mainly Alpha
cath|4_2_0|1ek9A00/1-428,Mainly Alpha
cath|4_2_0|1yc9A01/63-112_159-326_364-479,Mainly Alpha
cath|4_2_0|4k7rA01/1-81_118-287_330-440,Mainly Alpha
